Brand,Model,Make Year,Car Age (years),Kilometres Driven,km_per_year,Fuel Type,Transmission Type,Transmission Subtype,BS Norm,Number of Previous Owners,Insurance Type,Overall Quality Score,Engine Score,Systems Score,Interior Score,Exterior Score,Wear Score,Composite_Score,Value_Score,Depreciation_Category,Meter Tampered,Flooded
1.0189506422260728,-0.2754856422227791,0.024468099144353578,-0.10724590630080112,-0.38730207017717677,-0.45616783414982254,0.765798163725677,1.0760551736979405,-1.6572080660549888,-1.9894837042997449,-0.44065264923923164,-0.681385143869247,-0.5125463517175314,0.5314647026859782,-0.14974664248391584,-1.0571940898999193,-0.25357804497304565,-0.3864547412731164,-0.5134153673123956,0.1592281266447062,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
-0.9358544000124495,1.12935407557995,0.442464792860774,-0.530042267678959,-1.3387147705930866,-1.2267999864505488,0.765798163725677,1.0760551736979405,1.0337040412026168,0.7569416114002397,-0.44065264923923164,-0.681385143869247,1.6648068142177854,1.09597384284466,1.355060304045656,1.5750907898104016,1.6029754985796083,0.9450279807603017,1.6721585248553539,1.2805101635129679,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
1.5774663685799364,0.005482301337766753,0.442464792860774,-0.530042267678959,-1.1852611092356817,-1.0184906305424393,0.765798163725677,1.0760551736979405,-2.3299360928693904,0.7569416114002397,-0.44065264923923164,-0.681385143869247,1.0763329855866157,1.09597384284466,1.0540989147397428,1.2241194725156934,1.0460094355138108,0.057372832738024265,1.0814628783235267,0.7821625915715186,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
1.0189506422260728,-0.2754856422227791,1.6964548740100354,-0.530042267678959,-1.2159518415071628,-1.060102517475493,0.765798163725677,1.0760551736979405,-1.6572080660549888,0.7569416114002397,-0.44065264923923164,-0.681385143869247,0.37016439122921524,-2.2910809981074403,0.45217613612791074,0.697662496573628,1.6029754985796083,-0.8302823152842532,0.3726281024853373,0.9067494845568806,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
-1.494370126366313,-1.1183894729044166,-2.0655153694377484,2.0067359005899883,2.1293379760842623,-0.18537816753142236,-1.3181216180941961,-0.929320377284585,0.3609760143882154,-0.6162710464497526,-0.44065264923923164,-0.681385143869247,-2.5722047519266176,-3.420099278424814,-3.1593605355430596,-2.812050676373465,-1.3675101711046374,-0.8302823152842532,-2.5808501301737827,-0.7128801242528313,1.4163348952895585,-0.09925833339709303,-0.09925833339709303
-0.09808081048165417,-0.46279760459647634,-0.39352859457206685,0.3155504550773568,-0.6635186606205055,-0.993498506258323,0.765798163725677,1.0760551736979405,-0.9844800392405875,0.7569416114002397,-0.44065264923923164,-0.681385143869247,0.4290117740923359,0.5314647026859782,0.7531375254338241,0.34669117927891985,0.6746987268032814,-0.3864547412731164,0.4316976671385237,0.6575756985861554,0.37565871774705123,-0.09925833339709303,-0.09925833339709303
-1.494370126366313,-1.1183894729044166,-1.2295219820049077,1.1611431778336725,-0.2952298733627339,-1.0720987371318689,-1.3181216180941961,-0.929320377284585,0.3609760143882154,-1.9894837042997449,-0.44065264923923164,1.4675987714106857,0.6055539226816821,0.5314647026859782,0.45217613612791074,0.34669117927891985,0.6746987268032814,0.501200406749161,0.6089063610980671,1.4050970564983298,0.37565871774705123,-0.09925833339709303,-0.09925833339709303
-0.9358544000124495,-1.3993574164649625,-1.2295219820049077,1.1611431778336725,1.546214062926124,-0.0009362903146440246,-1.3181216180941961,-0.929320377284585,0.3609760143882154,-0.6162710464497526,-0.44065264923923164,-0.681385143869247,-1.4541044775273988,-1.7265718579487586,-2.557437756931233,-1.2326797485472734,-1.5531655254599037,0.501200406749161,-1.4585284017633147,-0.9620539102235566,1.4163348952895585,-0.09925833339709303,-0.09925833339709303
-0.09808081048165417,-0.46279760459647634,0.024468099144353578,-0.10724590630080112,-0.44868353472013867,-0.5186481448601132,0.765798163725677,1.0760551736979405,-0.9844800392405875,0.7569416114002397,1.8176921781118311,1.4675987714106857,0.6055539226816821,0.5314647026859782,0.7531375254338241,0.8731481552209852,0.4890433724480166,-0.16454095426754412,0.6089063610980671,0.40840191261543135,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
1.8567242317568682,0.9420421132062529,1.6964548740100354,-1.375634990435275,-1.5842406287649344,-0.6436087662806949,0.765798163725677,-0.929320377284585,0.3609760143882154,-1.9894837042997449,-0.44065264923923164,-0.681385143869247,1.5471120484915493,1.09597384284466,1.355060304045656,1.2241194725156934,0.8603540811585461,1.8326831287825753,1.5540193955489863,0.5329888056007934,-1.705693637337963,-0.09925833339709303,-0.09925833339709303
0.1811770526952776,1.6912899627010418,-1.2295219820049077,1.1611431778336725,0.4106569688813283,-0.6614781351438379,-1.3181216180941961,1.0760551736979405,1.0337040412026168,-0.6162710464497526,-0.44065264923923164,-0.681385143869247,-0.5713937345806468,-2.2910809981074403,0.15121474682199748,-0.8817084312525619,-0.0679226906177809,-0.16454095426754412,-0.5724849319655767,0.40840191261543135,1.4163348952895585,-0.09925833339709303,-0.09925833339709303
-0.9358544000124495,-1.3993574164649625,-1.647518675721328,1.5839395392118305,1.8531213856409336,-0.09690604756565063,0.765798163725677,-0.929320377284585,0.3609760143882154,-1.9894837042997449,-0.44065264923923164,-0.681385143869247,-1.336409711801168,-1.1620627177900769,-1.052630810401661,-2.1101080417840468,-1.7388208798151685,0.9450279807603017,-1.3403892724569524,-0.46370633828210617,1.4163348952895585,-0.09925833339709303,-0.09925833339709303
0.1811770526952776,1.0356980943931016,1.6964548740100354,-1.7984313518134327,-1.7683850223938202,-1.393372494804184,0.765798163725677,1.0760551736979405,1.0337040412026168,-1.9894837042997449,-0.44065264923923164,-0.681385143869247,2.4298227914383013,1.6604829830033416,1.355060304045656,1.926062107105113,2.1599415616454056,2.498424489799284,2.4400628653467242,1.4050970564983298,-1.705693637337963,-0.09925833339709303,-0.09925833339709303
1.5774663685799364,0.09913828252461537,0.442464792860774,-0.530042267678959,-1.4307869674075295,-1.3517606078711304,0.765798163725677,1.0760551736979405,-2.3299360928693904,0.7569416114002397,-0.44065264923923164,1.4675987714106857,1.6059594313546648,1.09597384284466,1.0540989147397428,0.697662496573628,1.6029754985796083,2.0545969157881476,1.6130889602021674,1.9034446284397801,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
-0.3773386736585859,0.6610741696457071,0.442464792860774,-0.530042267678959,-0.14177621200532903,0.39768809201701105,-1.3181216180941961,1.0760551736979405,1.0337040412026168,0.7569416114002397,-0.44065264923923164,-0.681385143869247,-0.04176728881259777,-0.5975535776313952,-0.7516694210957477,-0.17976579666314557,0.6746987268032814,0.057372832738024265,-0.04085885008693592,-0.33911944529674415,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
-0.9358544000124495,1.2230100567667987,0.024468099144353578,-0.10724590630080112,-0.6021371960775435,-0.6748489216358402,-1.3181216180941961,-0.929320377284585,0.3609760143882154,0.7569416114002397,-0.44065264923923164,1.4675987714106857,-0.3948515859913006,0.5314647026859782,0.7531375254338241,-0.8817084312525619,-0.4392333993283104,-0.6083685282786848,-0.39527623800603323,0.7821625915715186,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
1.0189506422260728,-0.2754856422227791,0.442464792860774,-0.530042267678959,-1.031807447878277,-0.81018127463433,0.765798163725677,1.0760551736979405,-1.6572080660549888,0.7569416114002397,-0.44065264923923164,-0.681385143869247,0.6644013055448027,0.5314647026859782,0.7531375254338241,0.697662496573628,0.4890433724480166,0.27928661974359265,0.6679759257512535,0.7821625915715186,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
-0.9358544000124495,-1.3993574164649625,-0.39352859457206685,0.3155504550773568,1.3620696692972383,0.655981696493353,0.765798163725677,1.0760551736979405,-0.9844800392405875,-1.9894837042997449,-0.44065264923923164,-0.681385143869247,-1.3952570946642833,-0.5975535776313952,-0.7516694210957477,-1.4081654071946275,-0.6248887536835751,-1.939851250312099,-1.3994588371101335,-0.5882932312674694,1.4163348952895585,-0.09925833339709303,-0.09925833339709303
0.46043491587220936,-1.6803253600255084,0.442464792860774,-0.530042267678959,-0.23384840881977192,0.2727274705964295,0.765798163725677,-0.929320377284585,0.3609760143882154,0.7569416114002397,1.8176921781118311,1.4675987714106857,0.19362224263986905,0.5314647026859782,0.45217613612791074,0.34669117927891985,-0.0679226906177809,-0.16454095426754412,0.1954194085257939,-0.5882932312674694,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
-0.9358544000124495,-1.3993574164649625,-1.2295219820049077,1.1611431778336725,-0.4179928024486577,-1.1434512519630209,0.765798163725677,-0.929320377284585,0.3609760143882154,-0.6162710464497526,1.8176921781118311,1.4675987714106857,0.3113170083660998,0.5314647026859782,0.45217613612791074,0.34669117927891985,-0.25357804497304565,0.501200406749161,0.31355853783215615,0.6575756985861554,0.37565871774705123,-0.09925833339709303,-0.09925833339709303
0.7396927790491411,-0.08817367984908187,0.442464792860774,-0.530042267678959,-0.26453914109125287,0.23111558366337587,0.765798163725677,1.0760551736979405,-1.6572080660549888,0.7569416114002397,-0.44065264923923164,-0.681385143869247,-0.04176728881259777,0.5314647026859782,0.15121474682199748,-0.004280138015788364,0.30338801809275184,-0.8302823152842532,-0.04085885008693592,-0.21453255231138102,-0.6650174597954559,-0.09925833339709303,-0.09925833339709303
-0.3773386736585859,0.6610741696457071,-0.39352859457206685,0.3155504550773568,1.1779252756683525,0.5060289507886552,0.765798163725677,-0.929320377284585,0.3609760143882154,0.7569416114002397,-0.44065264923923164,1.4675987714106857,-1.4541044775273988,-1.7265718579487586,-0.4507080317898291,-1.4081654071946275,-1.924476234170435,-0.3864547412731164,-1.4585284017633147,-0.33911944529674415,1.4163348952895585,-0.09925833339709303,-0.09925833339709303
